Keithley_v,Keithley_a,b2901a_v,b2901a_a
10.0,5.212689e-11,11.176470588235288,-1.7704e-08
10.0,4.568768e-11,11.764705882352935,-8.072e-09
10.0,4.05668e-11,12.352941176470582,2.5036e-08
10.0,1.120465e-12,12.941176470588228,-1.9282e-08
10.0,2.672504e-11,13.529411764705875,2.564e-09
10.0,1.982953e-11,14.117647058823522,2.2857e-08
10.0,6.292078e-12,14.705882352941169,-2.2201e-08
10.0,2.525476e-11,15.294117647058815,5.011e-09
10.0,3.598788e-13,15.882352941176462,1.3762e-08
10.0,3.097925e-12,16.47058823529411,-2.36e-08
10.0,2.824617e-11,17.058823529411757,1.9085e-08
10.0,-3.84838e-12,17.647058823529406,1.355e-09
10.0,-1.084528e-11,18.235294117647054,-1.8914e-08
10.0,-1.343064e-10,18.823529411764703,2.4973e-08
10.0,-2.387602e-10,19.41176470588235,-1.5075e-08
15.0,8.165143e-10,-9.411764705882353,1.7082e-08
15.0,4.021248e-10,-8.823529411764707,-2.3225e-08
15.0,2.954472e-10,-8.23529411764706,-1.355e-09
15.0,2.286216e-10,-7.647058823529413,2.348e-08
15.0,1.713785e-10,-7.058823529411766,-1.3966e-08
15.0,2.827212e-10,-6.4705882352941195,-1.2621e-08
15.0,2.357708e-10,-5.882352941176473,2.4496e-08
15.0,1.019673e-10,-5.294117647058826,-1.2054e-08
15.0,1.621508e-10,-4.705882352941179,-8.382e-09
15.0,6.642496e-11,-4.1176470588235325,2.3223e-08
15.0,1.496781e-10,-3.5294117647058854,-1.8613e-08
15.0,1.498302e-10,-2.941176470588238,-6.235e-09
15.0,1.999241e-10,-2.352941176470591,2.1939e-08
15.0,1.593624e-10,-1.7647058823529438,-1.7614e-08
15.0,2.139688e-10,-1.1764705882352966,-7.855e-09
15.0,1.983523e-10,-0.5882352941176495,2.4698e-08
15.0,1.843077e-10,-2.4424906541753444e-15,-1.1001e-08
15.0,2.8956e-11,0.5882352941176446,-1.5989e-08
15.0,1.173806e-10,1.1764705882352917,2.3641e-08
15.0,1.281296e-10,1.764705882352939,-5.162e-09
15.0,1.659534e-10,2.352941176470586,-1.5776e-08
15.0,1.554581e-10,2.9411764705882333,2.3137e-08
15.0,1.227553e-10,3.5294117647058805,-3.893e-09
15.0,1.233129e-10,4.117647058823527,-2.1515e-08
15.0,1.446585e-10,4.705882352941174,2.0526e-08
15.0,1.118034e-10,5.294117647058821,4.266e-09
15.0,1.248339e-10,5.8823529411764675,-1.9131e-08
15.0,1.334026e-10,6.470588235294114,2.4146e-08
15.0,9.933065e-11,7.058823529411761,-3.129e-09
15.0,1.175835e-10,7.647058823529408,-1.8353e-08
15.0,1.165187e-10,8.235294117647054,2.4428e-08
15.0,8.7365e-11,8.823529411764701,-1.1045e-08
15.0,1.182427e-10,9.411764705882348,-1.3608e-08
15.0,1.089134e-10,9.999999999999995,2.4728e-08
15.0,8.249752e-11,10.588235294117641,-1.4118e-08
15.0,1.005474e-10,11.176470588235288,-1.0492e-08
15.0,9.420975e-11,11.764705882352935,2.4486e-08
15.0,8.442423e-11,12.352941176470582,-1.5707e-08
15.0,1.043503e-10,12.941176470588228,-8.139e-09
15.0,9.010284e-11,13.529411764705875,2.4729e-08
15.0,6.556303e-11,14.117647058823522,-1.3458e-08
15.0,9.106618e-11,14.705882352941169,-1.1263e-08
15.0,9.000148e-11,15.294117647058815,2.4853e-08
15.0,6.13547e-11,15.882352941176462,-1.027e-08
15.0,8.655367e-11,16.47058823529411,-1.111e-08
15.0,7.539923e-11,17.058823529411757,2.4823e-08
15.0,6.409261e-11,17.647058823529406,-9.414e-09
15.0,7.763018e-11,18.235294117647054,-1.5897e-08
15.0,7.534848e-11,18.823529411764703,2.4097e-08
15.0,5.932665e-11,19.41176470588235,4.18e-10
20.0,1.148208e-09,-9.411764705882353,2.1599e-08
20.0,6.490445e-10,-8.823529411764707,-2.4621e-08
20.0,5.204128e-10,-8.23529411764706,1.0945e-08
20.0,4.311261e-10,-7.647058823529413,4.876e-09
20.0,3.748469e-10,-7.058823529411766,-2.1706e-08
20.0,3.486842e-10,-6.4705882352941195,2.2505e-08
20.0,3.118746e-10,-5.882352941176473,-1.3481e-08
20.0,3.770268e-10,-5.294117647058826,-7.707e-09
20.0,2.463672e-10,-4.705882352941179,1.8826e-08
20.0,2.122953e-10,-4.1176470588235325,-2.4297e-08
20.0,2.473306e-10,-3.5294117647058854,1.1981e-08
20.0,2.34452e-10,-2.941176470588238,5.415e-09
20.0,2.281144e-10,-2.352941176470591,-2.1154e-08
20.0,2.341986e-10,-1.7647058823529438,2.246e-08
20.0,1.975409e-10,-1.1764705882352966,-3.363e-09
20.0,2.182276e-10,-0.5882352941176495,-1.7492e-08
20.0,2.056025e-10,-2.4424906541753444e-15,2.3943e-08
20.0,1.933833e-10,0.5882352941176446,-1.7073e-08
20.0,2.02459e-10,1.1764705882352917,-1.851e-09
20.0,1.885667e-10,1.764705882352939,1.6842e-08
20.0,1.871469e-10,2.352941176470586,-2.4494e-08
20.0,1.953606e-10,2.9411764705882333,1.8233e-08
20.0,1.401966e-10,3.5294117647058805,8.24e-10
20.0,1.572326e-10,4.117647058823527,-1.849e-08
20.0,1.724939e-10,4.705882352941174,2.477e-08
20.0,1.636718e-10,5.294117647058821,-1.7158e-08
20.0,1.783755e-10,5.8823529411764675,2.409e-09
20.0,1.606803e-10,6.470588235294114,1.6846e-08
20.0,1.505906e-10,7.058823529411761,-2.4263e-08
20.0,1.67221e-10,7.647058823529408,1.8595e-08
20.0,1.420726e-10,8.235294117647054,-5.217e-09
20.0,1.58855e-10,8.823529411764701,-1.382e-08
20.0,1.68387e-10,9.411764705882348,2.4884e-08
20.0,1.512497e-10,9.999999999999995,-2.019e-08
20.0,1.504891e-10,10.588235294117641,4.655e-09
20.0,1.374587e-10,11.176470588235288,1.5724e-08
20.0,1.366982e-10,11.764705882352935,-2.3924e-08
20.0,1.388784e-10,12.352941176470582,2.0838e-08
20.0,1.282309e-10,12.941176470588228,-8.244e-09
20.0,1.351264e-10,13.529411764705875,-1.1603e-08
20.0,1.283323e-10,14.117647058823522,2.2647e-08
20.0,1.284337e-10,14.705882352941169,-2.1988e-08
20.0,1.335039e-10,15.294117647058815,7.317e-09
20.0,1.208284e-10,15.882352941176462,8.501e-09
20.0,1.362926e-10,16.47058823529411,-2.2306e-08
20.0,1.339095e-10,17.058823529411757,2.2594e-08
20.0,1.245296e-10,17.647058823529406,-1.2384e-08
20.0,1.313236e-10,18.235294117647054,-8.929e-09
20.0,1.308673e-10,18.823529411764703,2.0477e-08
20.0,1.165694e-10,19.41176470588235,-2.3212e-08
